instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,recency,season_name
6829,2011-10-17,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7,441,Winter
6830,2011-10-17,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2,441,Winter
6831,2011-10-17,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5,441,Winter
6832,2011-10-17,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29,441,Winter
6833,2011-10-17,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114,441,Winter
6834,2011-10-17,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309,441,Winter
6835,2011-10-17,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414,441,Winter
6836,2011-10-17,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206,441,Winter
6837,2011-10-17,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135,441,Winter
6838,2011-10-17,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166,441,Winter
6839,2011-10-17,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205,441,Winter
6840,2011-10-17,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205,441,Winter
6841,2011-10-17,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166,441,Winter
6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208,441,Winter
6843,2011-10-17,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302,441,Winter
6844,2011-10-17,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620,441,Winter
6845,2011-10-17,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49,469,518,441,Winter
6846,2011-10-17,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333,441,Winter
6847,2011-10-17,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229,441,Winter
6848,2011-10-17,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177,441,Winter
6849,2011-10-17,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16,88,104,441,Winter
6850,2011-10-17,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10,52,62,441,Winter
6851,2011-10-18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8,23,31,440,Winter
6852,2011-10-18,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4,7,11,440,Winter
6853,2011-10-18,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5,440,Winter
6854,2011-10-18,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,440,Winter
6855,2011-10-18,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4,440,Winter
6856,2011-10-18,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19,21,440,Winter
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,440,Winter
6858,2011-10-18,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341,440,Winter
6859,2011-10-18,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499,440,Winter
6860,2011-10-18,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227,440,Winter
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102,440,Winter
6862,2011-10-18,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147,440,Winter
6863,2011-10-18,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201,440,Winter
6864,2011-10-18,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219,440,Winter
6865,2011-10-18,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,440,Winter
6866,2011-10-18,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205,440,Winter
6867,2011-10-18,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304,440,Winter
6868,2011-10-18,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625,440,Winter
6869,2011-10-18,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570,440,Winter
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317,440,Winter
6871,2011-10-18,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,440,Winter
6872,2011-10-18,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206,440,Winter
6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137,440,Winter
6874,2011-10-18,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70,440,Winter
6875,2011-10-19,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34,439,Winter
6876,2011-10-19,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16,439,Winter
6877,2011-10-19,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7,439,Winter
6878,2011-10-19,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3,439,Winter
6879,2011-10-19,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3,439,Winter
6880,2011-10-19,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31,439,Winter
6881,2011-10-19,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68,439,Winter
6882,2011-10-19,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210,439,Winter
6883,2011-10-19,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202,439,Winter
6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,439,Winter
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149,439,Winter
6886,2011-10-19,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130,439,Winter
6887,2011-10-19,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106,439,Winter
6888,2011-10-19,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97,439,Winter
6889,2011-10-19,4,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120,439,Winter
6890,2011-10-19,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201,439,Winter
6891,2011-10-19,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181,439,Winter
6892,2011-10-19,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140,439,Winter
6893,2011-10-19,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197,439,Winter
6894,2011-10-19,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145,439,Winter
6895,2011-10-19,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85,439,Winter
6896,2011-10-19,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107,439,Winter
6897,2011-10-19,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69,439,Winter
6898,2011-10-20,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26,438,Winter
6899,2011-10-20,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15,438,Winter
6900,2011-10-20,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4,438,Winter
6901,2011-10-20,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1,438,Winter
6902,2011-10-20,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8,438,Winter
6903,2011-10-20,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26,438,Winter
6904,2011-10-20,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92,438,Winter
6905,2011-10-20,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318,438,Winter
6906,2011-10-20,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426,438,Winter
6907,2011-10-20,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223,438,Winter
6908,2011-10-20,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130,438,Winter
6909,2011-10-20,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129,438,Winter
6910,2011-10-20,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199,438,Winter
6911,2011-10-20,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164,438,Winter
6912,2011-10-20,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155,438,Winter
6913,2011-10-20,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160,438,Winter
6914,2011-10-20,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234,438,Winter
6915,2011-10-20,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494,438,Winter
6916,2011-10-20,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469,438,Winter
6917,2011-10-20,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298,438,Winter
6918,2011-10-20,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241,438,Winter
6919,2011-10-20,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165,438,Winter
6920,2011-10-20,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128,438,Winter
6921,2011-10-20,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90,438,Winter
6922,2011-10-21,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50,437,Winter
6923,2011-10-21,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26,437,Winter
6924,2011-10-21,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18,437,Winter
6925,2011-10-21,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7,437,Winter
6926,2011-10-21,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6,437,Winter
6927,2011-10-21,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31,437,Winter
6928,2011-10-21,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85,437,Winter
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233,437,Winter
6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402,437,Winter
6931,2011-10-21,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222,437,Winter
6932,2011-10-21,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138,437,Winter
6933,2011-10-21,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174,437,Winter
6934,2011-10-21,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240,437,Winter
6935,2011-10-21,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206,437,Winter
6936,2011-10-21,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198,437,Winter
6937,2011-10-21,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235,437,Winter
6938,2011-10-21,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302,437,Winter
6939,2011-10-21,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524,437,Winter
6940,2011-10-21,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397,437,Winter
6941,2011-10-21,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253,437,Winter
6942,2011-10-21,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184,437,Winter
6943,2011-10-21,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143,437,Winter
6944,2011-10-21,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113,437,Winter
6945,2011-10-21,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117,437,Winter
6946,2011-10-22,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96,436,Winter
6947,2011-10-22,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,436,Winter
6948,2011-10-22,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,436,Winter
6949,2011-10-22,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,436,Winter
6950,2011-10-22,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8,436,Winter
6951,2011-10-22,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1,7,8,436,Winter
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17,18,436,Winter
6953,2011-10-22,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57,436,Winter
6954,2011-10-22,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26,88,114,436,Winter
6955,2011-10-22,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169,436,Winter
6956,2011-10-22,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236,436,Winter
6957,2011-10-22,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282,436,Winter
6958,2011-10-22,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343,436,Winter
6959,2011-10-22,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,136,186,322,436,Winter
6960,2011-10-22,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310,436,Winter
6961,2011-10-22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382,436,Winter
6962,2011-10-22,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359,436,Winter
6963,2011-10-22,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360,436,Winter
6964,2011-10-22,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335,436,Winter
6965,2011-10-22,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,47,173,220,436,Winter
6966,2011-10-22,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48,111,159,436,Winter
6967,2011-10-22,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,37,120,157,436,Winter
6968,2011-10-22,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,30,114,144,436,Winter
6969,2011-10-22,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,27,81,108,436,Winter
6970,2011-10-23,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,24,64,88,435,Winter
6971,2011-10-23,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11,60,71,435,Winter
6972,2011-10-23,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50,435,Winter
6973,2011-10-23,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,15,31,46,435,Winter
6974,2011-10-23,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,5,1,6,435,Winter
6975,2011-10-23,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1,2,3,435,Winter
6976,2011-10-23,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,435,Winter
6977,2011-10-23,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21,435,Winter
6978,2011-10-23,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88,435,Winter
6979,2011-10-23,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,48,95,143,435,Winter
6980,2011-10-23,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289,435,Winter
6981,2011-10-23,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,435,Winter
6982,2011-10-23,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413,435,Winter
6983,2011-10-23,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415,435,Winter
6984,2011-10-23,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,435,Winter
6985,2011-10-23,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387,435,Winter
6986,2011-10-23,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405,435,Winter
6987,2011-10-23,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340,435,Winter
6988,2011-10-23,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,435,Winter
6989,2011-10-23,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,53,140,193,435,Winter
6990,2011-10-23,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144,435,Winter
6991,2011-10-23,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99,435,Winter
6992,2011-10-23,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94,435,Winter
6993,2011-10-23,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,435,Winter
6994,2011-10-24,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,6,26,32,434,Winter
6995,2011-10-24,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15,434,Winter
6996,2011-10-24,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7,434,Winter
6997,2011-10-24,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4,434,Winter
6998,2011-10-24,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,1,5,6,434,Winter
6999,2011-10-24,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,2,19,21,434,Winter
7000,2011-10-24,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86,434,Winter
7001,2011-10-24,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285,434,Winter
7002,2011-10-24,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398,434,Winter
7003,2011-10-24,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195,434,Winter
7004,2011-10-24,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129,434,Winter
7005,2011-10-24,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168,434,Winter
7006,2011-10-24,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,434,Winter
7007,2011-10-24,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198,434,Winter
7008,2011-10-24,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206,434,Winter
7009,2011-10-24,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177,434,Winter
7010,2011-10-24,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310,434,Winter
7011,2011-10-24,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614,434,Winter
7012,2011-10-24,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486,434,Winter
7013,2011-10-24,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,25,212,237,434,Winter
7014,2011-10-24,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129,434,Winter
7015,2011-10-24,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126,434,Winter
7016,2011-10-24,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79,434,Winter
7017,2011-10-24,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59,434,Winter
7018,2011-10-25,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30,433,Winter
7019,2011-10-25,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11,433,Winter
7020,2011-10-25,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5,433,Winter
7021,2011-10-25,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,1,3,4,433,Winter
7022,2011-10-25,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5,433,Winter
7023,2011-10-25,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,433,Winter
7024,2011-10-25,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98,433,Winter
7025,2011-10-25,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314,433,Winter
7026,2011-10-25,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,25,383,408,433,Winter
7027,2011-10-25,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223,433,Winter
7028,2011-10-25,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128,433,Winter
7029,2011-10-25,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166,433,Winter
7030,2011-10-25,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200,433,Winter
7031,2011-10-25,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198,433,Winter
7032,2011-10-25,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200,433,Winter
7033,2011-10-25,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,433,Winter
7034,2011-10-25,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285,433,Winter
7035,2011-10-25,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585,433,Winter
7036,2011-10-25,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518,433,Winter
7037,2011-10-25,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338,433,Winter
7038,2011-10-25,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248,433,Winter
7039,2011-10-25,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201,433,Winter
7040,2011-10-25,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170,433,Winter
7041,2011-10-25,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94,433,Winter
7042,2011-10-26,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,432,Winter
7043,2011-10-26,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,432,Winter
7044,2011-10-26,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,432,Winter
7045,2011-10-26,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,432,Winter
7046,2011-10-26,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,432,Winter
7047,2011-10-26,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,432,Winter
7048,2011-10-26,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92,432,Winter
7049,2011-10-26,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299,432,Winter
7050,2011-10-26,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464,432,Winter
7051,2011-10-26,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,432,Winter
7052,2011-10-26,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,432,Winter
7053,2011-10-26,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155,432,Winter
7054,2011-10-26,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194,432,Winter
7055,2011-10-26,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82,432,Winter
7056,2011-10-26,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52,66,432,Winter
7057,2011-10-26,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,11,59,70,432,Winter
7058,2011-10-26,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213,432,Winter
7059,2011-10-26,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454,432,Winter
7060,2011-10-26,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453,432,Winter
7061,2011-10-26,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,25,306,331,432,Winter
7062,2011-10-26,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,27,180,207,432,Winter
7063,2011-10-26,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140,157,432,Winter
7064,2011-10-26,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135,432,Winter
7065,2011-10-26,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,432,Winter
7066,2011-10-27,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,3,23,26,431,Winter
7067,2011-10-27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,2,9,11,431,Winter
7068,2011-10-27,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,3,5,8,431,Winter
7069,2011-10-27,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,1,3,4,431,Winter
7070,2011-10-27,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,1,3,4,431,Winter
7071,2011-10-27,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15,431,Winter
7072,2011-10-27,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42,46,431,Winter
7073,2011-10-27,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137,431,Winter
7074,2011-10-27,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316,431,Winter
7075,2011-10-27,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171,431,Winter
7076,2011-10-27,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62,431,Winter
7077,2011-10-27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52,431,Winter
7078,2011-10-27,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53,431,Winter
